epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mean_iou(B),metrics/fitness(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,39.7018,4.38007,4.2943,4.82276,0.73837,0.18546,0.29007,0.10242,0.68585,0.12119,3.61804,3.73043,4.79381,0.00922199,0.00922199,0.00922199
13,42.6394,4.08457,4.42716,4.74673,0.06787,0.62245,0.26998,0.11311,0.68911,0.1288,3.41814,4.21034,4.45297,0.00965239,0.00965239,0.00965239
14,45.6238,4.06084,4.32035,4.68072,0.66588,0.30689,0.31137,0.13107,0.70459,0.1491,3.24357,3.53921,4.29245,0.00959289,0.00959289,0.00959289
15,48.8497,4.21553,4.46056,4.61087,0.6628,0.23889,0.29098,0.12131,0.71878,0.13828,3.28378,3.9252,4.46559,0.00952889,0.00952889,0.00952889
16,51.3769,4.14952,4.29985,4.66615,0.58948,0.45335,0.3332,0.13035,0.71187,0.15064,3.6157,3.47881,4.75536,0.00946048,0.00946048,0.00946048
17,54.535,4.02573,4.30782,4.53937,0.74173,0.2761,0.36776,0.14496,0.71206,0.16724,3.58275,3.67436,4.66163,0.00938772,0.00938772,0.00938772
18,57.6964,4.0257,4.11273,4.47083,0.51338,0.36497,0.30342,0.12862,0.70299,0.1461,3.51979,3.58101,4.85073,0.00931067,0.00931067,0.00931067
19,60.1227,3.82997,4.13701,4.46809,0.69187,0.21972,0.28187,0.13195,0.71169,0.14694,3.39549,3.57521,4.65826,0.00922942,0.00922942,0.00922942
20,62.5375,3.80259,4.00528,4.34861,0.6163,0.31528,0.28624,0.12542,0.72341,0.1415,3.30265,3.64959,4.51959,0.00914405,0.00914405,0.00914405
21,64.9585,3.79626,3.88396,4.37321,0.61667,0.24618,0.25296,0.11238,0.71772,0.12644,3.35645,3.51987,4.57769,0.00905463,0.00905463,0.00905463
22,67.331,3.69506,3.78259,4.31727,0.61683,0.32381,0.27773,0.11897,0.70345,0.13485,3.43171,3.56524,4.67763,0.00896127,0.00896127,0.00896127
23,69.7249,3.72858,3.79077,4.28599,0.48237,0.30165,0.31131,0.12268,0.70254,0.14154,3.4907,3.33966,4.64049,0.00886404,0.00886404,0.00886404
24,72.1897,3.76592,3.86954,4.39505,0.72026,0.24063,0.30633,0.11784,0.69508,0.13669,3.84083,3.63455,5.02204,0.00876305,0.00876305,0.00876305
25,74.6247,3.65382,3.84001,4.27945,0.42974,0.38531,0.30783,0.11807,0.7,0.13705,3.83419,3.42006,5.05324,0.00865839,0.00865839,0.00865839
26,77.057,3.70893,3.86144,4.21291,0.38491,0.22843,0.27585,0.11504,0.70217,0.13112,3.52424,3.38283,4.79802,0.00855018,0.00855018,0.00855018
27,79.4413,3.56825,3.80298,4.21066,0.62582,0.306,0.28165,0.11296,0.69968,0.12983,3.5675,3.45548,4.90115,0.00843851,0.00843851,0.00843851
28,81.8357,3.58801,3.65388,4.18949,0.56582,0.34391,0.31883,0.11665,0.70339,0.13687,3.42428,3.27506,4.66073,0.00832349,0.00832349,0.00832349
29,84.3177,3.61524,3.77151,4.19697,0.74383,0.26202,0.26276,0.1003,0.69826,0.11654,3.58899,3.53466,4.68164,0.00820525,0.00820525,0.00820525
30,86.7695,3.61584,3.53515,4.15221,0.67435,0.29572,0.30683,0.11249,0.69965,0.13192,3.54118,3.40805,4.66077,0.00808389,0.00808389,0.00808389
31,89.1385,3.50294,3.63012,4.0834,0.53952,0.31015,0.32765,0.12755,0.70458,0.14756,3.55035,3.47517,4.65092,0.00795954,0.00795954,0.00795954
32,91.6818,3.50902,3.50656,4.09277,0.6071,0.19915,0.3149,0.12556,0.71362,0.14449,3.53354,3.47276,4.65387,0.00783231,0.00783231,0.00783231
33,94.3088,3.46642,3.4568,4.09387,0.66682,0.24806,0.32847,0.13511,0.70613,0.15445,3.31706,3.47914,4.4477,0.00770234,0.00770234,0.00770234
34,97.0862,3.51725,3.56962,4.10123,0.4879,0.33194,0.3032,0.11814,0.70554,0.13665,3.42402,3.32054,4.4878,0.00756976,0.00756976,0.00756976
35,99.5508,3.48852,3.31119,3.94148,0.37058,0.40008,0.3238,0.12257,0.70442,0.14269,3.46143,3.29448,4.63082,0.00743468,0.00743468,0.00743468
36,101.975,3.31042,3.36622,4.01462,0.39549,0.38527,0.3266,0.16176,0.73246,0.17825,3.24526,3.23554,4.38004,0.00729725,0.00729725,0.00729725
37,105.122,3.37563,3.34918,4.04865,0.55586,0.33551,0.28031,0.13847,0.72303,0.15266,3.32224,3.39193,4.44581,0.00715761,0.00715761,0.00715761
38,107.585,3.48032,3.43641,4.04775,0.60664,0.30895,0.26482,0.11204,0.71165,0.12732,3.45964,3.55551,4.48066,0.00701588,0.00701588,0.00701588
39,110.201,3.51849,3.37838,3.98545,0.62086,0.31705,0.28456,0.12059,0.71818,0.13699,3.56994,3.47702,4.65429,0.00687222,0.00687222,0.00687222
40,112.629,3.38412,3.37111,3.99885,0.48006,0.31634,0.2872,0.12575,0.72165,0.14189,3.46889,3.33936,4.53147,0.00672675,0.00672675,0.00672675
41,115.103,3.48139,3.33295,3.96801,0.67506,0.2968,0.29312,0.11485,0.70166,0.13267,3.65384,3.58521,4.57844,0.00657963,0.00657963,0.00657963
42,117.56,3.44767,3.3443,3.95437,0.65202,0.38753,0.36172,0.14597,0.72055,0.16754,3.74879,3.41163,4.74963,0.00643101,0.00643101,0.00643101
43,119.991,3.39875,3.22248,4.02913,0.48961,0.35432,0.3751,0.15798,0.72029,0.17969,3.41113,3.41575,4.34806,0.00628101,0.00628101,0.00628101
44,123.236,3.43855,3.34449,3.96583,0.52318,0.31733,0.337,0.13811,0.70908,0.158,3.57147,3.68863,4.57066,0.00612981,0.00612981,0.00612981
45,125.723,3.44225,3.25542,3.93176,0.57362,0.37204,0.34127,0.14865,0.71139,0.16792,3.36564,3.53935,4.38051,0.00597754,0.00597754,0.00597754
46,128.807,3.45133,3.2403,3.94023,0.50698,0.33013,0.35504,0.152,0.7042,0.1723,3.54738,3.3587,4.61106,0.00582435,0.00582435,0.00582435
47,131.209,3.39354,3.27881,3.98596,0.56209,0.45629,0.40859,0.19264,0.71911,0.21423,3.51993,3.34373,4.65918,0.0056704,0.0056704,0.0056704
48,135.455,3.31894,3.09685,3.91623,0.71071,0.27634,0.39515,0.18517,0.71503,0.20617,3.51498,3.36689,4.57334,0.00551584,0.00551584,0.00551584
49,137.973,3.35083,3.25909,3.97399,0.62212,0.3933,0.42208,0.20616,0.70741,0.22775,3.58772,3.46939,4.62802,0.00536081,0.00536081,0.00536081
50,140.884,3.20418,3.19055,3.90918,0.54567,0.43094,0.40329,0.1975,0.72859,0.21808,3.32123,3.30564,4.33903,0.00520548,0.00520548,0.00520548
51,143.711,3.23055,3.12959,3.81455,0.67537,0.31807,0.39362,0.18265,0.702,0.20374,3.39401,3.48502,4.35156,0.00505,0.00505,0.00505
52,146.196,3.39686,3.33553,3.92604,0.54043,0.35277,0.36456,0.18194,0.72341,0.2002,3.43805,3.63364,4.43048,0.00489452,0.00489452,0.00489452
53,148.586,3.24699,3.1662,3.85906,0.54192,0.40815,0.39065,0.19685,0.72995,0.21623,3.34947,3.56361,4.32099,0.00473919,0.00473919,0.00473919
54,151.095,3.25839,3.21604,3.81017,0.56092,0.38527,0.37116,0.17051,0.71116,0.19058,3.51773,3.35355,4.4519,0.00458416,0.00458416,0.00458416
55,153.728,3.24923,3.1466,3.83583,0.53135,0.38456,0.37636,0.17024,0.71829,0.19086,3.45549,3.29957,4.35682,0.0044296,0.0044296,0.0044296
56,156.15,3.18149,3.051,3.84174,0.47586,0.51341,0.4416,0.20615,0.70828,0.2297,3.53452,3.32341,4.4546,0.00427565,0.00427565,0.00427565
57,160.455,3.26691,3.21703,3.80873,0.56687,0.45425,0.44204,0.20919,0.71596,0.23247,3.51928,3.59138,4.48578,0.00412246,0.00412246,0.00412246
58,163.708,3.20458,3.04982,3.88377,0.54707,0.46247,0.38641,0.18491,0.72167,0.20506,3.53988,3.56292,4.47624,0.00397019,0.00397019,0.00397019
59,166.224,3.18837,2.97243,3.716,0.4678,0.49104,0.33107,0.1546,0.71713,0.17224,3.5577,3.55993,4.52532,0.00381899,0.00381899,0.00381899
60,168.843,3.38694,3.19709,3.90941,0.57633,0.35922,0.33914,0.18141,0.73656,0.19718,3.52934,3.86363,4.46217,0.00366899,0.00366899,0.00366899
61,171.352,3.11002,3.00026,3.772,0.54314,0.39747,0.30893,0.1397,0.72283,0.15662,3.56226,3.67562,4.48819,0.00352037,0.00352037,0.00352037
62,173.735,3.14341,3.01269,3.76682,0.6067,0.34269,0.29173,0.12549,0.7167,0.14211,3.51852,3.80201,4.45512,0.00337325,0.00337325,0.00337325
63,176.228,3.11131,2.8851,3.68279,0.55747,0.32915,0.33835,0.1656,0.72846,0.18288,3.43146,3.72312,4.38322,0.00322778,0.00322778,0.00322778
64,179.216,3.12282,2.89947,3.72261,0.50617,0.45636,0.34442,0.17615,0.72206,0.19297,3.43845,3.54423,4.37918,0.00308412,0.00308412,0.00308412
65,181.607,3.12727,2.89745,3.7885,0.51896,0.45989,0.34462,0.1766,0.71245,0.1934,3.47724,3.61931,4.42665,0.00294239,0.00294239,0.00294239
66,184.098,3.20933,2.89461,3.80207,0.55679,0.43946,0.34089,0.17228,0.71653,0.18914,3.42049,3.70019,4.36149,0.00280275,0.00280275,0.00280275
67,186.527,3.12071,2.97656,3.80226,0.5069,0.40736,0.3496,0.18579,0.71695,0.20217,3.37355,3.62772,4.36707,0.00266532,0.00266532,0.00266532
68,189.289,3.12173,2.9113,3.72294,0.54332,0.44161,0.3711,0.18863,0.72616,0.20688,3.36898,3.65109,4.36307,0.00253024,0.00253024,0.00253024
69,191.799,3.17431,2.91755,3.66036,0.56888,0.41542,0.37801,0.19281,0.73106,0.21133,3.3481,3.63708,4.30432,0.00239766,0.00239766,0.00239766
70,194.316,3.12209,2.89156,3.64606,0.58583,0.43234,0.39369,0.19135,0.72392,0.21159,3.32892,3.55844,4.27527,0.00226769,0.00226769,0.00226769
71,196.958,3.20491,2.849,3.76295,0.56445,0.42704,0.39464,0.19546,0.72332,0.21538,3.44353,3.3801,4.34541,0.00214046,0.00214046,0.00214046
72,199.759,3.14013,2.98203,3.82213,0.699,0.36543,0.38512,0.18229,0.71679,0.20257,3.47923,3.56124,4.37924,0.00201611,0.00201611,0.00201611
73,202.179,3.10879,2.96939,3.72009,0.67774,0.36898,0.35804,0.17617,0.71939,0.19436,3.51272,3.67189,4.38931,0.00189475,0.00189475,0.00189475
74,204.617,3.06009,2.76421,3.71364,0.64046,0.31661,0.35862,0.177,0.72315,0.19516,3.44727,3.5814,4.33829,0.00177651,0.00177651,0.00177651
75,207.069,3.07968,2.81566,3.7148,0.61975,0.41411,0.35226,0.17784,0.73259,0.19528,3.44413,3.54111,4.37727,0.00166149,0.00166149,0.00166149
76,209.923,3.00837,2.82712,3.63288,0.61943,0.39598,0.34577,0.17832,0.732,0.19507,3.48513,3.68726,4.39373,0.00154982,0.00154982,0.00154982
77,212.319,3.06371,2.89767,3.66465,0.63664,0.39349,0.35354,0.17171,0.72928,0.18989,3.46598,3.73389,4.3929,0.00144161,0.00144161,0.00144161
78,214.923,3.11788,2.93952,3.70565,0.63799,0.39491,0.35998,0.18414,0.72984,0.20172,3.49534,3.69475,4.43245,0.00133695,0.00133695,0.00133695
79,217.331,3.00956,2.83148,3.60934,0.70421,0.39172,0.35892,0.18329,0.73299,0.20085,3.43572,3.65996,4.39994,0.00123596,0.00123596,0.00123596
80,220.333,2.95817,2.70055,3.63263,0.71821,0.36291,0.36106,0.18094,0.73573,0.19895,3.40008,3.69139,4.35947,0.00113873,0.00113873,0.00113873
81,222.74,2.99293,2.72129,3.68214,0.66279,0.37308,0.37124,0.19178,0.72992,0.20973,3.38083,3.68482,4.34906,0.00104537,0.00104537,0.00104537
82,225.315,3.07239,2.888,3.68416,0.66664,0.33568,0.37256,0.19575,0.7289,0.21343,3.37989,3.72296,4.34484,0.000955951,0.000955951,0.000955951
83,227.743,2.9961,2.7706,3.66264,0.64811,0.34934,0.37524,0.19324,0.72833,0.21144,3.39127,3.76333,4.34713,0.000870577,0.000870577,0.000870577
84,230.745,3.03008,2.75437,3.65508,0.69195,0.33743,0.37673,0.19536,0.7267,0.2135,3.38271,3.73099,4.33503,0.000789327,0.000789327,0.000789327
85,233.302,2.98751,2.82232,3.72548,0.67814,0.34534,0.38169,0.19229,0.72748,0.21123,3.41649,3.73679,4.37386,0.000712282,0.000712282,0.000712282
86,236.216,2.92988,2.7391,3.65038,0.68366,0.34507,0.38065,0.19212,0.72278,0.21097,3.43786,3.69936,4.39853,0.000639518,0.000639518,0.000639518
87,238.661,3.02434,2.82291,3.66967,0.67688,0.35304,0.37974,0.19145,0.72434,0.21028,3.43412,3.7214,4.39495,0.000571106,0.000571106,0.000571106
88,241.113,3.01465,2.77228,3.72239,0.48957,0.38293,0.38957,0.19556,0.72208,0.21496,3.41272,3.77739,4.37241,0.000507115,0.000507115,0.000507115
89,243.554,3.00377,2.7188,3.63436,0.49224,0.38416,0.38723,0.19534,0.72149,0.21453,3.41173,3.76334,4.36146,0.000447606,0.000447606,0.000447606
90,245.968,2.93129,2.70991,3.58715,0.50932,0.39838,0.39144,0.20243,0.72457,0.22133,3.43079,3.7201,4.36412,0.00039264,0.00039264,0.00039264
91,248.494,2.96809,2.72021,3.60666,0.51797,0.40893,0.39179,0.20466,0.72802,0.22337,3.41087,3.71457,4.3386,0.00034227,0.00034227,0.00034227
92,251.14,2.97828,2.70411,3.63783,0.66801,0.42725,0.3928,0.20488,0.72691,0.22367,3.39951,3.71352,4.32649,0.000296546,0.000296546,0.000296546
93,253.519,2.90002,2.67685,3.54657,0.65651,0.42563,0.39358,0.19466,0.72932,0.21455,3.39372,3.7175,4.32077,0.000255513,0.000255513,0.000255513
94,256.015,3.00452,2.7557,3.56991,0.51686,0.42181,0.38968,0.1918,0.72957,0.21159,3.3929,3.71445,4.32241,0.000219212,0.000219212,0.000219212
95,258.526,2.9868,2.57918,3.57701,0.5194,0.42601,0.39016,0.1923,0.72926,0.21209,3.39018,3.71584,4.32495,0.000187678,0.000187678,0.000187678
96,260.95,2.97384,2.75539,3.61957,0.51763,0.42112,0.38763,0.1912,0.72884,0.21084,3.39224,3.72806,4.3244,0.000160943,0.000160943,0.000160943
97,263.407,2.90367,2.64897,3.58372,0.52798,0.41836,0.38723,0.19089,0.72868,0.21053,3.39406,3.73269,4.32885,0.000139032,0.000139032,0.000139032
98,266.077,2.9507,2.80945,3.6333,0.529,0.42013,0.3861,0.18955,0.72839,0.2092,3.40758,3.72117,4.33465,0.000121968,0.000121968,0.000121968
99,268.518,2.95455,2.65105,3.57355,0.52736,0.42291,0.38578,0.18946,0.72873,0.20909,3.40707,3.71466,4.33544,0.000109768,0.000109768,0.000109768
100,271.252,2.98022,2.75349,3.68853,0.52561,0.42839,0.3879,0.19569,0.72862,0.21492,3.40922,3.71495,4.34052,0.000102443,0.000102443,0.000102443
