epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mean_iou(B),metrics/fitness(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,298.05,2.95038,2.97515,3.38718,0.70442,0.15461,0.20575,0.09496,0.71566,0.10604,3.00525,3.61674,3.93277,0.00473919,0.00473919,0.00473919
54,302.935,2.85435,2.92198,3.39992,0.52735,0.21102,0.18862,0.0835,0.7095,0.09401,3.0984,3.62408,3.95429,0.00458416,0.00458416,0.00458416
55,308.683,2.93513,3.0911,3.45686,0.56545,0.22854,0.21526,0.09267,0.70883,0.10493,3.15317,3.57139,4.02733,0.0044296,0.0044296,0.0044296
56,313.945,2.8712,2.88895,3.40577,0.67285,0.17239,0.20742,0.0896,0.70745,0.10138,3.13379,3.60304,3.95901,0.00427565,0.00427565,0.00427565
57,319.085,2.92695,2.83993,3.39787,0.67047,0.20855,0.20932,0.08875,0.70154,0.10081,3.15828,3.66463,3.9916,0.00412246,0.00412246,0.00412246
58,324.096,2.81234,2.90372,3.34337,0.52819,0.19012,0.21032,0.08955,0.70543,0.10163,3.21376,3.86253,4.06009,0.00397019,0.00397019,0.00397019
59,328.985,2.87944,2.84004,3.3183,0.51452,0.22675,0.20528,0.08457,0.70925,0.09664,3.07473,3.81499,3.9249,0.00381899,0.00381899,0.00381899
60,333.977,2.92332,2.93543,3.44974,0.64485,0.22003,0.18885,0.08304,0.70866,0.09362,3.08219,3.59173,3.93961,0.00366899,0.00366899,0.00366899
61,339.566,2.79714,2.86637,3.39378,0.69038,0.16197,0.18861,0.08334,0.71456,0.09386,3.07488,3.68652,3.96708,0.00352037,0.00352037,0.00352037
62,344.955,2.90349,2.82789,3.3244,0.65969,0.20366,0.19974,0.08322,0.70866,0.09487,3.09614,3.67681,3.94343,0.00337325,0.00337325,0.00337325
63,350.116,2.74314,2.78,3.29955,0.69257,0.19962,0.20862,0.088,0.70916,0.10006,3.1604,3.53604,4.01236,0.00322778,0.00322778,0.00322778
64,354.935,2.78195,2.75601,3.35221,0.53532,0.23632,0.20428,0.08423,0.71227,0.09623,3.10617,3.57158,3.98136,0.00308412,0.00308412,0.00308412
65,359.838,2.82231,2.80798,3.33884,0.71485,0.18344,0.2078,0.0899,0.71499,0.10169,3.18885,3.65928,4.06611,0.00294239,0.00294239,0.00294239
66,364.459,2.82725,2.80171,3.3247,0.69001,0.20654,0.21512,0.09346,0.71741,0.10563,3.14972,3.55745,3.98302,0.00280275,0.00280275,0.00280275
67,369.257,2.7225,2.7966,3.27255,0.5826,0.2538,0.22125,0.10218,0.71854,0.11409,3.16638,3.602,4.02208,0.00266532,0.00266532,0.00266532
68,374.13,2.80699,2.74558,3.37013,0.55057,0.20511,0.20336,0.09076,0.717,0.10202,3.08053,3.60036,3.96363,0.00253024,0.00253024,0.00253024
69,379.041,2.80076,2.65967,3.29055,0.54971,0.2281,0.20866,0.0929,0.7144,0.10448,3.07504,3.63105,3.93691,0.00239766,0.00239766,0.00239766
70,383.631,2.89784,2.7584,3.3548,0.66708,0.19886,0.19886,0.0804,0.71131,0.09224,3.15021,3.67106,4.01147,0.00226769,0.00226769,0.00226769
71,388.742,2.81533,2.7283,3.30319,0.55827,0.20567,0.21076,0.08541,0.70523,0.09794,3.15779,3.67644,3.99566,0.00214046,0.00214046,0.00214046
72,393.707,2.81839,2.7551,3.33688,0.54779,0.24033,0.20503,0.08852,0.71284,0.10017,3.0968,3.66005,3.96271,0.00201611,0.00201611,0.00201611
73,398.523,2.78468,2.6974,3.28452,0.67797,0.21748,0.21602,0.0905,0.71517,0.10305,3.08995,3.72178,3.93777,0.00189475,0.00189475,0.00189475
74,403.5,2.76776,2.73435,3.21538,0.55095,0.22719,0.21841,0.09411,0.7203,0.10654,3.06975,3.62138,3.9329,0.00177651,0.00177651,0.00177651
75,408.636,2.77434,2.70322,3.33499,0.55592,0.22028,0.21211,0.0902,0.71461,0.10239,3.09029,3.61203,3.993,0.00166149,0.00166149,0.00166149
76,413.992,2.76536,2.65981,3.27116,0.55125,0.20892,0.20826,0.08696,0.71255,0.09909,3.09326,3.62434,3.98785,0.00154982,0.00154982,0.00154982
77,418.896,2.82124,2.62452,3.29523,0.55054,0.22712,0.21045,0.09289,0.71552,0.10464,3.11559,3.57978,3.98639,0.00144161,0.00144161,0.00144161
78,423.615,2.77609,2.70292,3.28478,0.55985,0.21099,0.20441,0.08668,0.71197,0.09845,3.15519,3.57904,4.00977,0.00133695,0.00133695,0.00133695
79,428.407,2.72959,2.69785,3.30905,0.53348,0.22345,0.19614,0.08173,0.71678,0.09317,3.14822,3.54951,4.02021,0.00123596,0.00123596,0.00123596
80,433.241,2.74323,2.59964,3.22298,0.54748,0.20201,0.20047,0.0835,0.71891,0.09519,3.13292,3.58631,4.01005,0.00113873,0.00113873,0.00113873
81,437.89,2.71569,2.73955,3.3099,0.67519,0.21586,0.20329,0.08398,0.71759,0.09591,3.13421,3.586,4.02237,0.00104537,0.00104537,0.00104537
82,442.379,2.71821,2.63729,3.25013,0.5398,0.20769,0.20192,0.08513,0.71771,0.09681,3.09598,3.68144,3.98857,0.000955951,0.000955951,0.000955951
83,447.934,2.69551,2.54641,3.21616,0.54294,0.2146,0.20283,0.08767,0.72116,0.09918,3.08913,3.68267,3.98072,0.000870577,0.000870577,0.000870577
84,452.713,2.65975,2.53025,3.19031,0.55507,0.21887,0.20449,0.08631,0.72296,0.09813,3.07903,3.6899,3.96661,0.000789327,0.000789327,0.000789327
85,457.198,2.72703,2.67172,3.30363,0.54323,0.21741,0.2049,0.08778,0.72067,0.09949,3.09274,3.68585,3.98749,0.000712282,0.000712282,0.000712282
86,462.152,2.73609,2.61282,3.28199,0.69581,0.21258,0.2087,0.09435,0.71552,0.10578,3.12054,3.6288,4.01797,0.000639518,0.000639518,0.000639518
87,467.529,2.65431,2.56975,3.1909,0.55804,0.20881,0.21224,0.09698,0.71597,0.10851,3.11688,3.66351,4.00838,0.000571106,0.000571106,0.000571106
88,473.824,2.71835,2.65194,3.23579,0.56608,0.21057,0.21079,0.09446,0.71421,0.10609,3.10408,3.69005,3.99503,0.000507115,0.000507115,0.000507115
89,479.547,2.74125,2.54676,3.1719,0.56102,0.20287,0.21117,0.09451,0.71773,0.10618,3.11178,3.6803,3.97985,0.000447606,0.000447606,0.000447606
90,484.417,2.66042,2.60242,3.23365,0.55633,0.20687,0.20996,0.0948,0.72079,0.10632,3.10428,3.69138,3.97391,0.00039264,0.00039264,0.00039264
91,489.294,2.67806,2.58638,3.20445,0.55603,0.23576,0.21516,0.09646,0.72069,0.10833,3.12077,3.63186,3.9955,0.00034227,0.00034227,0.00034227
92,494.203,2.6559,2.58188,3.16229,0.5567,0.22945,0.21641,0.0946,0.72032,0.10678,3.12179,3.64076,4.00247,0.000296546,0.000296546,0.000296546
93,498.724,2.77378,2.5331,3.29056,0.55144,0.23086,0.21211,0.09171,0.71716,0.10375,3.11548,3.66191,3.99793,0.000255513,0.000255513,0.000255513
94,503.219,2.62254,2.53559,3.18616,0.56351,0.2146,0.20979,0.09019,0.715,0.10215,3.12972,3.68189,4.00409,0.000219212,0.000219212,0.000219212
95,508.149,2.65116,2.51702,3.186,0.68327,0.20804,0.20727,0.08837,0.71855,0.10026,3.1338,3.68065,4.0104,0.000187678,0.000187678,0.000187678
96,513.173,2.69505,2.509,3.24134,0.68262,0.20892,0.20698,0.08839,0.71795,0.10025,3.13287,3.6827,4.00989,0.000160943,0.000160943,0.000160943
97,517.944,2.64215,2.50313,3.1833,0.67938,0.20892,0.20638,0.08859,0.71861,0.10037,3.1301,3.66745,4.00956,0.000139032,0.000139032,0.000139032
98,522.671,2.65993,2.4664,3.21914,0.68312,0.21146,0.20688,0.09043,0.71685,0.10207,3.12961,3.6727,4.0112,0.000121968,0.000121968,0.000121968
99,528.074,2.66582,2.65762,3.21794,0.68182,0.20892,0.20748,0.09072,0.71791,0.1024,3.12757,3.6896,4.0051,0.000109768,0.000109768,0.000109768
100,532.756,2.78994,2.56195,3.26777,0.68369,0.21219,0.20736,0.09121,0.71816,0.10283,3.12876,3.69096,4.00587,0.000102443,0.000102443,0.000102443
