epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mean_iou(B),metrics/fitness(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,98.2495,3.1328,3.61571,3.74245,0.47445,0.41558,0.35424,0.18532,0.73284,0.20221,3.05821,3.53259,3.85785,0.00905463,0.00905463,0.00905463
22,103.006,3.10826,3.56474,3.67651,0.34969,0.43041,0.36529,0.18006,0.7205,0.19859,3.02125,3.45681,3.79476,0.00896127,0.00896127,0.00896127
23,107.253,3.08555,3.60552,3.71529,0.45851,0.35412,0.32596,0.15756,0.72217,0.1744,3.01096,3.52378,3.78204,0.00886404,0.00886404,0.00886404
24,111.453,2.97765,3.46246,3.62648,0.4388,0.31667,0.30391,0.14001,0.72232,0.1564,3.1078,3.42782,3.86723,0.00876305,0.00876305,0.00876305
25,115.66,3.00168,3.55736,3.62276,0.3298,0.39174,0.31094,0.1476,0.72409,0.16393,3.01791,3.38924,3.78787,0.00865839,0.00865839,0.00865839
26,120.035,3.00883,3.47681,3.63768,0.51282,0.30089,0.32981,0.16323,0.72543,0.17989,3.0021,3.4982,3.78536,0.00855018,0.00855018,0.00855018
27,124.499,3.06343,3.54453,3.629,0.37842,0.35011,0.36454,0.18975,0.72739,0.20723,3.05542,3.4481,3.86346,0.00843851,0.00843851,0.00843851
28,129.318,3.03526,3.4693,3.56547,0.26266,0.37855,0.35069,0.1767,0.72978,0.1941,3.01423,3.41237,3.79101,0.00832349,0.00832349,0.00832349
29,133.519,3.01379,3.42602,3.56474,0.22711,0.42781,0.34746,0.17951,0.73312,0.19631,2.9935,3.32478,3.76962,0.00820525,0.00820525,0.00820525
30,137.939,2.94767,3.38211,3.51186,0.37605,0.34454,0.31536,0.15609,0.71467,0.17202,3.05022,3.522,3.8184,0.00808389,0.00808389,0.00808389
31,142.13,2.91023,3.42114,3.51008,0.2813,0.33789,0.3295,0.15674,0.73283,0.17402,3.13406,3.44166,3.86853,0.00795954,0.00795954,0.00795954
32,146.326,2.91678,3.43349,3.52091,0.45877,0.36707,0.33687,0.1605,0.72478,0.17814,3.08769,3.48564,3.83877,0.00783231,0.00783231,0.00783231
33,150.669,2.85959,3.4075,3.44295,0.24936,0.37809,0.31654,0.15768,0.73351,0.17357,3.15744,3.38063,3.92967,0.00770234,0.00770234,0.00770234
34,155.04,2.91724,3.35037,3.48582,0.277,0.34933,0.30358,0.149,0.72819,0.16446,3.20631,3.49815,3.94987,0.00756976,0.00756976,0.00756976
35,159.589,2.9487,3.37043,3.52473,0.27897,0.44211,0.32844,0.16147,0.73124,0.17817,2.98852,3.28504,3.76108,0.00743468,0.00743468,0.00743468
36,164.099,2.86806,3.20912,3.4121,0.28905,0.4377,0.36544,0.18293,0.72825,0.20118,3.11211,3.4178,3.83283,0.00729725,0.00729725,0.00729725
37,168.383,2.84372,3.31289,3.43673,0.271,0.452,0.35012,0.17839,0.73512,0.19556,3.09736,3.38603,3.78033,0.00715761,0.00715761,0.00715761
38,172.71,2.89045,3.30447,3.43555,0.30525,0.36056,0.35097,0.18142,0.73201,0.19838,3.09807,3.48863,3.82308,0.00701588,0.00701588,0.00701588
39,177.061,2.85216,3.26083,3.41295,0.27439,0.44065,0.33358,0.16524,0.73098,0.18208,2.98237,3.44527,3.76913,0.00687222,0.00687222,0.00687222
40,181.262,2.80184,3.13144,3.37637,0.25561,0.40103,0.32283,0.16601,0.73545,0.18169,2.98686,3.49682,3.77004,0.00672675,0.00672675,0.00672675
41,185.571,2.83198,3.1645,3.42206,0.24363,0.39767,0.31696,0.16644,0.73778,0.18149,3.05963,3.56562,3.83188,0.00657963,0.00657963,0.00657963
42,189.72,2.83082,3.20027,3.34504,0.30346,0.39845,0.31861,0.16588,0.73911,0.18115,3.10544,3.54652,3.86285,0.00643101,0.00643101,0.00643101
43,193.94,2.82689,3.1718,3.38417,0.22373,0.42873,0.32931,0.17078,0.73748,0.18663,3.06486,3.46648,3.81107,0.00628101,0.00628101,0.00628101
44,198.154,2.81286,3.21643,3.40638,0.32863,0.35192,0.29927,0.15439,0.73925,0.16888,3.066,3.46774,3.8179,0.00612981,0.00612981,0.00612981
45,202.44,2.75555,3.09458,3.34501,0.25707,0.30215,0.29729,0.148,0.74159,0.16293,3.0693,3.37093,3.81524,0.00597754,0.00597754,0.00597754
46,206.824,2.74659,3.0784,3.37072,0.35417,0.29341,0.30528,0.15437,0.7406,0.16946,3.07298,3.43163,3.8335,0.00582435,0.00582435,0.00582435
47,211.019,2.74347,3.14665,3.33471,0.31583,0.3399,0.30085,0.15759,0.74655,0.17192,3.01016,3.35539,3.77673,0.0056704,0.0056704,0.0056704
48,215.218,2.68247,3.03726,3.31298,0.2822,0.35238,0.30634,0.14789,0.73544,0.16373,3.07816,3.3102,3.83404,0.00551584,0.00551584,0.00551584
49,219.433,2.73215,3.06718,3.34658,0.19782,0.37513,0.28138,0.1393,0.73349,0.15351,3.12399,3.37623,3.82561,0.00536081,0.00536081,0.00536081
50,223.92,2.7116,3.09048,3.32808,0.22545,0.34047,0.29725,0.14588,0.74367,0.16102,3.07028,3.37367,3.81395,0.00520548,0.00520548,0.00520548
51,228.095,2.77833,3.15251,3.35579,0.2332,0.318,0.29099,0.14418,0.73574,0.15886,3.16851,3.37179,3.92028,0.00505,0.00505,0.00505
52,232.277,2.73829,2.96254,3.2843,0.31234,0.30997,0.29413,0.14876,0.74132,0.1633,3.13302,3.32795,3.88582,0.00489452,0.00489452,0.00489452
53,236.945,2.71708,3.00819,3.30057,0.2207,0.31036,0.29636,0.14343,0.74024,0.15873,3.10989,3.29953,3.84072,0.00473919,0.00473919,0.00473919
54,241.192,2.68879,3.03356,3.30118,0.23887,0.35547,0.29139,0.13658,0.73302,0.15206,3.15329,3.42466,3.90438,0.00458416,0.00458416,0.00458416
55,245.502,2.69085,3.00571,3.27662,0.25318,0.33567,0.3024,0.14472,0.73812,0.16048,3.15667,3.34992,3.89638,0.0044296,0.0044296,0.0044296
56,250.326,2.71354,2.96647,3.31657,0.28159,0.31404,0.29807,0.14958,0.74634,0.16443,3.05255,3.23953,3.80077,0.00427565,0.00427565,0.00427565
57,254.554,2.68792,2.94174,3.28625,0.29801,0.3142,0.30386,0.15048,0.74152,0.16581,3.00512,3.39231,3.76821,0.00412246,0.00412246,0.00412246
58,258.776,2.70914,3.00014,3.29436,0.22542,0.41162,0.29228,0.14909,0.74583,0.16341,3.12637,3.27265,3.86366,0.00397019,0.00397019,0.00397019
59,263.096,2.68875,2.92858,3.25001,0.20821,0.36637,0.29417,0.14953,0.74806,0.16399,3.11286,3.45236,3.83587,0.00381899,0.00381899,0.00381899
60,267.471,2.67973,3.02533,3.26347,0.21626,0.4193,0.3148,0.15957,0.74365,0.17509,3.08967,3.39971,3.84687,0.00366899,0.00366899,0.00366899
61,271.712,2.64081,2.90165,3.25166,0.24462,0.42804,0.31994,0.15763,0.74679,0.17386,3.03214,3.41678,3.77135,0.00352037,0.00352037,0.00352037
62,275.929,2.64314,2.99295,3.23242,0.26199,0.34682,0.29804,0.15502,0.75036,0.16932,3.03645,3.36822,3.75428,0.00337325,0.00337325,0.00337325
63,280.133,2.64287,2.91422,3.27191,0.23099,0.39926,0.30974,0.15296,0.74759,0.16864,3.08887,3.26925,3.79926,0.00322778,0.00322778,0.00322778
64,284.31,2.68041,2.90391,3.25157,0.24553,0.40711,0.30477,0.14784,0.74539,0.16353,3.05535,3.41016,3.76425,0.00308412,0.00308412,0.00308412
65,288.59,2.622,2.9214,3.28067,0.30724,0.28423,0.30133,0.14931,0.74549,0.16451,3.05413,3.39619,3.7573,0.00294239,0.00294239,0.00294239
66,293.177,2.62458,2.82799,3.20781,0.20187,0.37961,0.28372,0.14707,0.73988,0.16074,3.07096,3.4012,3.77943,0.00280275,0.00280275,0.00280275
67,297.446,2.56083,2.89651,3.20372,0.20544,0.40566,0.3083,0.15543,0.74529,0.17072,3.08547,3.34179,3.77674,0.00266532,0.00266532,0.00266532
68,301.602,2.61056,2.8329,3.21874,0.23597,0.41658,0.31399,0.1575,0.74804,0.17315,3.09982,3.29449,3.81822,0.00253024,0.00253024,0.00253024
69,305.818,2.65541,2.79132,3.20988,0.27717,0.39212,0.31439,0.1583,0.75053,0.1739,3.11626,3.28203,3.82707,0.00239766,0.00239766,0.00239766
70,310.046,2.62339,2.80794,3.2271,0.24648,0.39776,0.31273,0.1541,0.74941,0.16996,3.15026,3.25659,3.86413,0.00226769,0.00226769,0.00226769
71,314.25,2.59441,2.88307,3.20615,0.25111,0.40854,0.30926,0.15604,0.75085,0.17136,3.07741,3.35776,3.80883,0.00214046,0.00214046,0.00214046
72,318.521,2.55858,2.74829,3.18195,0.26647,0.41518,0.31665,0.16325,0.74582,0.17859,3.02898,3.34695,3.75569,0.00201611,0.00201611,0.00201611
73,322.734,2.61747,2.84158,3.21591,0.23627,0.41594,0.3054,0.15345,0.74672,0.16864,3.02117,3.37631,3.73965,0.00189475,0.00189475,0.00189475
74,326.93,2.53835,2.69742,3.15699,0.25419,0.46845,0.30461,0.15215,0.74555,0.1674,3.07645,3.30851,3.78107,0.00177651,0.00177651,0.00177651
75,331.178,2.55268,2.74269,3.14534,0.23865,0.3995,0.30094,0.14868,0.74322,0.1639,3.10157,3.32929,3.81785,0.00166149,0.00166149,0.00166149
76,335.384,2.58844,2.79039,3.18391,0.25902,0.41779,0.31349,0.15356,0.74671,0.16955,3.06287,3.30461,3.78431,0.00154982,0.00154982,0.00154982
77,339.61,2.62036,2.79624,3.20682,0.2431,0.41937,0.31165,0.15093,0.74225,0.167,3.063,3.34645,3.76582,0.00144161,0.00144161,0.00144161
78,343.826,2.61026,2.77966,3.23203,0.22218,0.40729,0.30448,0.14681,0.74166,0.16258,3.05574,3.4161,3.78557,0.00133695,0.00133695,0.00133695
79,348.045,2.55302,2.72875,3.17576,0.24174,0.44474,0.3036,0.1501,0.74536,0.16545,3.06225,3.26257,3.7775,0.00123596,0.00123596,0.00123596
80,352.301,2.52441,2.72865,3.17374,0.25657,0.46325,0.31832,0.15478,0.74672,0.17114,3.04767,3.32264,3.78515,0.00113873,0.00113873,0.00113873
81,356.842,2.5299,2.73882,3.14268,0.24903,0.42147,0.30229,0.15108,0.75003,0.16621,3.05232,3.3635,3.79564,0.00104537,0.00104537,0.00104537
82,361.098,2.53844,2.71392,3.17243,0.27725,0.43641,0.30885,0.15374,0.74966,0.16925,3.03821,3.40806,3.79371,0.000955951,0.000955951,0.000955951
83,365.394,2.51541,2.75586,3.18501,0.29879,0.40235,0.31558,0.15883,0.747,0.1745,3.03187,3.36167,3.77191,0.000870577,0.000870577,0.000870577
84,369.624,2.4775,2.72001,3.17972,0.28347,0.43298,0.31904,0.15488,0.75068,0.17129,3.02087,3.3608,3.75105,0.000789327,0.000789327,0.000789327
85,374.12,2.52495,2.66658,3.15289,0.26895,0.41067,0.31506,0.15642,0.75219,0.17229,3.01775,3.37888,3.74111,0.000712282,0.000712282,0.000712282
86,378.631,2.52296,2.69907,3.11377,0.26434,0.4526,0.31622,0.15591,0.75035,0.17194,3.05091,3.37106,3.76509,0.000639518,0.000639518,0.000639518
87,382.898,2.4821,2.64908,3.15321,0.26971,0.44814,0.31484,0.15419,0.74991,0.17026,3.03904,3.37626,3.74572,0.000571106,0.000571106,0.000571106
88,387.067,2.485,2.68682,3.14643,0.26921,0.44581,0.31432,0.15408,0.75163,0.1701,3.0285,3.40298,3.73852,0.000507115,0.000507115,0.000507115
89,391.292,2.49483,2.66408,3.11678,0.26769,0.43924,0.3126,0.15364,0.75169,0.16954,3.04672,3.4125,3.75455,0.000447606,0.000447606,0.000447606
90,395.429,2.56542,2.72042,3.13042,0.27176,0.43385,0.30815,0.15198,0.75006,0.1676,3.05023,3.39909,3.76833,0.00039264,0.00039264,0.00039264
91,399.594,2.53911,2.74388,3.14055,0.28565,0.42427,0.3068,0.15163,0.7509,0.16715,3.04073,3.3826,3.75667,0.00034227,0.00034227,0.00034227
92,404.036,2.52664,2.6946,3.15814,0.27432,0.41201,0.307,0.15211,0.75161,0.1676,3.04262,3.34051,3.74899,0.000296546,0.000296546,0.000296546
93,408.264,2.47235,2.67596,3.09287,0.27572,0.41379,0.30852,0.15257,0.75233,0.16817,3.03686,3.33115,3.74789,0.000255513,0.000255513,0.000255513
94,412.56,2.4659,2.7074,3.13107,0.28168,0.42646,0.30677,0.1504,0.75239,0.16603,3.03056,3.32887,3.74213,0.000219212,0.000219212,0.000219212
95,416.806,2.52639,2.66187,3.10414,0.29996,0.42993,0.3072,0.15016,0.75224,0.16586,3.03572,3.33251,3.74607,0.000187678,0.000187678,0.000187678
96,421.172,2.5309,2.75796,3.21481,0.28935,0.42971,0.30923,0.15065,0.75097,0.1665,3.04144,3.33895,3.75326,0.000160943,0.000160943,0.000160943
97,425.444,2.52317,2.68102,3.11306,0.28171,0.42992,0.31135,0.15161,0.75185,0.16758,3.03908,3.33514,3.75375,0.000139032,0.000139032,0.000139032
98,430.136,2.52946,2.77683,3.09633,0.26022,0.42789,0.31088,0.15172,0.75242,0.16763,3.03774,3.34646,3.76239,0.000121968,0.000121968,0.000121968
99,434.523,2.53064,2.63713,3.13771,0.23907,0.40671,0.30935,0.15061,0.75224,0.16649,3.03963,3.35697,3.76419,0.000109768,0.000109768,0.000109768
100,439.045,2.43217,2.60098,3.0865,0.24588,0.40485,0.31008,0.15185,0.75175,0.16768,3.04433,3.35795,3.7668,0.000102443,0.000102443,0.000102443
