epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mean_iou(B),metrics/fitness(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1702.8,3.88011,4.32763,2.84914,0.33713,0.09829,0.06316,0.02214,0.65464,0.02624,3.81046,4.46466,2.99247,0.00914405,0.00914405,0.00914405
21,1783.22,3.87828,4.35978,2.89072,0.23494,0.10755,0.05631,0.02054,0.65622,0.02412,3.88699,4.45985,3.02635,0.00905463,0.00905463,0.00905463
22,1861.06,3.81529,4.33042,2.8523,0.22302,0.10688,0.06307,0.02236,0.65763,0.02643,3.81805,4.39865,2.97416,0.00896127,0.00896127,0.00896127
23,1938.13,3.84744,4.28471,2.84597,0.23589,0.14039,0.06734,0.02396,0.66044,0.0283,3.86455,4.40486,2.99256,0.00886404,0.00886404,0.00886404
24,2017.68,3.8593,4.31125,2.84361,0.23961,0.11904,0.06841,0.02343,0.65355,0.02793,3.81124,4.41433,2.97816,0.00876305,0.00876305,0.00876305
25,2090.53,3.84544,4.31901,2.83966,0.21684,0.13215,0.0567,0.01995,0.65169,0.02363,3.86431,4.47543,3.00847,0.00865839,0.00865839,0.00865839
26,2165.15,3.80664,4.29289,2.81402,0.10161,0.12511,0.05703,0.01803,0.65281,0.02193,3.85039,4.4405,2.99386,0.00855018,0.00855018,0.00855018
27,2240.23,3.78216,4.2982,2.84362,0.09322,0.1116,0.06061,0.02007,0.65135,0.02412,3.88533,4.46441,3.00756,0.00843851,0.00843851,0.00843851
28,2315.05,3.81798,4.26748,2.80741,0.23285,0.1036,0.06974,0.02571,0.65679,0.03012,3.80539,4.42301,2.9818,0.00832349,0.00832349,0.00832349
29,2403.22,3.80461,4.25491,2.80913,0.13299,0.10718,0.07128,0.02586,0.65686,0.0304,3.81073,4.43048,2.96842,0.00820525,0.00820525,0.00820525
30,2484.34,3.80773,4.24441,2.81734,0.10331,0.12765,0.06002,0.02232,0.66171,0.02609,3.8134,4.42824,2.95206,0.00808389,0.00808389,0.00808389
31,2558.85,3.74599,4.25548,2.7644,0.07318,0.11192,0.06106,0.02441,0.662,0.02807,3.80185,4.4526,2.94334,0.00795954,0.00795954,0.00795954
32,2636.48,3.79728,4.19083,2.79647,0.10919,0.12837,0.06113,0.02283,0.65715,0.02666,3.83456,4.44561,2.95603,0.00783231,0.00783231,0.00783231
33,2713.65,3.74117,4.20377,2.77923,0.22187,0.11601,0.06204,0.02166,0.65994,0.0257,3.79787,4.37726,2.95973,0.00770234,0.00770234,0.00770234
34,2793.65,3.71881,4.22143,2.78799,0.09675,0.10554,0.05803,0.0226,0.66195,0.02614,3.78325,4.42757,2.93786,0.00756976,0.00756976,0.00756976
35,2872.25,3.65215,4.16954,2.75199,0.11281,0.12697,0.05611,0.0208,0.66066,0.02433,3.83166,4.46134,2.97489,0.00743468,0.00743468,0.00743468
36,2947.98,3.71484,4.20032,2.77154,0.12133,0.11832,0.06353,0.02261,0.65868,0.0267,3.84169,4.45314,2.99098,0.00729725,0.00729725,0.00729725
37,3021.89,3.69903,4.1616,2.75575,0.20471,0.13268,0.06011,0.02076,0.66192,0.0247,3.78254,4.40526,2.91927,0.00715761,0.00715761,0.00715761
38,3097.24,3.68213,4.17281,2.72551,0.20558,0.12442,0.05448,0.01979,0.65637,0.02326,3.84131,4.41343,2.96441,0.00701588,0.00701588,0.00701588
39,3174.77,3.74642,4.18428,2.74116,0.09855,0.13257,0.05505,0.02028,0.65464,0.02376,3.73043,4.43698,2.90454,0.00687222,0.00687222,0.00687222
40,3252.06,3.68024,4.17792,2.7392,0.0833,0.13077,0.05254,0.01997,0.66314,0.02323,3.82163,4.42879,2.96436,0.00672675,0.00672675,0.00672675
41,3340.87,3.68783,4.18593,2.73983,0.06523,0.11229,0.04871,0.01792,0.66166,0.021,3.78731,4.42848,2.9441,0.00657963,0.00657963,0.00657963
42,3423.1,3.66516,4.09744,2.72657,0.1638,0.12121,0.06217,0.0222,0.6612,0.0262,3.73011,4.38592,2.88498,0.00643101,0.00643101,0.00643101
43,3505.78,3.6926,4.11012,2.72764,0.13359,0.12538,0.06551,0.02249,0.66042,0.02679,3.807,4.40711,2.93554,0.00628101,0.00628101,0.00628101
44,3587.38,3.68282,4.1368,2.70717,0.09406,0.13176,0.05739,0.0234,0.66217,0.0268,3.75842,4.40291,2.91623,0.00612981,0.00612981,0.00612981
